Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Arrangement (product.metafields.shopify.arrangement),Art/Crafting tool material (product.metafields.shopify.art-crafting-tool-material),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Plant characteristics (product.metafields.shopify.plant-characteristics),Plant class (product.metafields.shopify.plant-class),Plant name (product.metafields.shopify.plant-name),Ring design (product.metafields.shopify.ring-design),Stem length (product.metafields.shopify.stem-length),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
shakespeare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5958.jpg?v=1740205284,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-song,Ocean Song,"",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,109.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3857.png?v=1740204660,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,purple,,,,,,,,medium,,,,,,,,lb,,30.00,true,,,active
ocean-song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3849.png?v=1740204660,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9700.png?v=1740204660,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3852.png?v=1740204660,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3856.png?v=1740204660,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classical-rose,Classical Rose,<p>16-18 stems </p>,Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,116.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3887.png?v=1740204250,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,long,,,,,,,,lb,,,true,,,active
classical-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9764.png?v=1740204252,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classical-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3891.png?v=1740204250,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classical-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9761.png?v=1740204250,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ins-pink,Ins Pink,"<p>A breathtaking arrangement of soft pink roses, delicate anthuriums, and elegant foliage, this bouquet radiates romance and sophistication. Wrapped in a luxurious blend of textured pink and deep black, it’s a statement of timeless beauty.</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,168.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2037.png?v=1739826032,1,"",false,,,2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
ins-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2043.png?v=1739826033,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ins-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2051.png?v=1739826032,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ins-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2023.png?v=1739826032,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ins-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2031.png?v=1739826032,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misty-forest,Misty Forest,"<p>A mesmerizing blend of <strong data-start=""84"" data-end=""158"">black, gray, and ivory roses, delicate white florals, and lush foliage</strong>, this bouquet evokes the mystery and allure of a misty forest. Wrapped in <strong data-start=""233"" data-end=""261"">elegant monochrome paper</strong> with intricate detailing, it’s a bold statement of sophistication and depth.</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,152.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2760_dc49ab08-7109-41f3-b0fc-ce7fbb64bfea.png?v=1739825715,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral; black,,,,,,,,medium,,,,,,,,lb,,,true,,,active
misty-forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2736_c784c5e2-a210-4d0a-b75a-51d03b051c74.png?v=1739825715,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misty-forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2756_ce926f09-a16e-428e-88f5-8129e7e5dd8c.png?v=1739825715,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure-serenity,Pure Serenity,"",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,"",Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,152.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2200.png?v=1739825157,1,"",false,,,2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
pure-serenity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2302.png?v=1739825157,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure-serenity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2591.png?v=1739825157,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure-serenity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2243.png?v=1739825157,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-sunrise-in-bloom,A Sunrise in Bloom,"<p><span>This white-pink bouquet is like a gentle sunset casting its glow over soft coral. A perfect way to bring fresh and elegance into your space. 🧡✨</span><br></p>
<p> </p>
<p><strong>Please order at least 7 days in advance for fresh flowers</strong></p>
<p class=""whitespace-pre-wrap break-words"">PRODUCT HIGHLIGHTS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Premium Fresh Austin Juliet Roses</li>
<li>Premium Fresh Austin Aiko Roses<br>
</li>
<li>Premium Fresh White Roses<br>
</li>
<li>Premium Fresh White Lisianthus</li>
<li class=""whitespace-normal break-words"">Signature Designer Packaging</li>
<li class=""whitespace-normal break-words"">Professional Florist Hand-Tied<br>
</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">SPECIFICATIONS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Height: Approximately 20 inches</li>
<li class=""whitespace-normal break-words"">Width: Approximately 18 inches</li>
<li class=""whitespace-normal break-words"">depth: Approximately 10 inches</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">CARE TIPS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Change water daily</li>
<li class=""whitespace-normal break-words"">Trim stems at an angle</li>
<li class=""whitespace-normal break-words"">Keep away from direct sunlight</li>
<li class=""whitespace-normal break-words"">Maintain room temperature<br>
</li>
<li class=""whitespace-normal break-words"">Expected vase life: 2-3 days with proper care and temperature</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"">Instagram</li>
<li class=""whitespace-normal break-words"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"">Same/Next day delivery available for preserved flower products</li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,"",Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,152.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2273.png?v=1739823002,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,white; floral,,,,,,,,medium,,,,,,,,lb,,,true,,,active
a-sunrise-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_7710.jpg?v=1739823001,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-sunrise-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2280.png?v=1739823002,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-sunrise-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2284.png?v=1739823002,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeless-grace,Timeless Grace,"<p>A stunning arrangement of <strong data-start=""79"" data-end=""127"">white roses, lisianthus, and delicate blooms</strong>, this bouquet embodies <strong data-start=""151"" data-end=""185"">purity, elegance, and serenity</strong>. Wrapped in sophisticated black and olive green paper, it’s a refined choice for any occasion.</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,"",Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,118.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2114.png?v=1739822679,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,white,,,,,,,,,,,,,,,,lb,,,true,,,active
timeless-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2094.png?v=1739822679,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeless-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2107.png?v=1739822679,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeless-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2073.png?v=1739822679,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeless-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2067.png?v=1739822679,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeless-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2119.png?v=1739822679,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeless-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2069.png?v=1739822692,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dye-tulips_for-him-her,Navy Blue Tulips,"<p>A breathtaking blend of blue and white tulips, this bouquet embodies elegance and serenity. Wrapped in luxurious navy and white packaging, it’s the perfect gift to express appreciation, love, or simply brighten someone’s day.</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,"",Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,75.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3701.png?v=1739819549,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,blue,,,,,,,,,,,,,,,,lb,,,true,,,active
dye-tulips_for-him-her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3708.png?v=1739819548,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dye-tulips_for-him-her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3725.png?v=1739819549,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dye-tulips_for-him-her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3741.png?v=1739819549,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preserved-dandelion-hermes-orange,Preserved Dandelion (Hermes Orange),"<p>PRODUCT HIGHLIGHTS:</p>
<p>Premium Preserve Dandelion</p>
<p><span>🚚Supporting USA wide shipping. </span></p>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"">Instagram</li>
<li class=""whitespace-normal break-words"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"">Same/Next day delivery available for preserved flower products</li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Home & Garden > Decor > Dried Flowers,"","gift, Preserved flower Bouquet",true,Title,Default Title,,,,,,,,"",907.18474,,deny,manual,142.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3682.png?v=1739243116,1,"",false,,"This beautifully handcrafted preserved flower arrangement captures the essence of nature’s fleeting beauty in a timeless display. Encased in a sleek acrylic box, delicate dandelions, vibrant hydrangeas, and golden accents create a sophisticated, long-lasting piece.",6936,,,,,,,,,,,,,,,,,,orange,,,,,,,,,,,,,,,,lb,,,true,,,active
preserved-dandelion-hermes-orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3690.png?v=1739243115,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preserved-dandelion-hermes-orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3693.png?v=1739243116,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-bridal-bouquet,Freedom & Cappuccino Bridal Bouquet,"",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Valentine",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,158.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3411.png?v=1738055647,1,"",false,,,2899,,,,,,,,,,,,,,,,,,red; pink,,,,,,,,,,,,,,,,lb,,,true,,,active
red-bridal-bouquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9289.png?v=1738055645,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-bridal-bouquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3379.png?v=1738055645,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-menta,Menta Rose Bouquet,"",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,"","Bouquets, Valentine",true,Title,Default Title,,,,,,,,"",2267.96185,,deny,manual,119.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9291.png?v=1738055645,1,"",false,,,2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
rose-menta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9292.png?v=1738055643,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-wish-in-bloom,A Wish in Bloom,"",Sun Florist,Arts & Entertainment > Party & Celebration > Party Supplies > Birthday Candles,Bouquets,"Bouquets, bucket, Valentine",true,Title,Default Title,,,,,,,,"",4535.9237,,deny,manual,138.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9290.png?v=1738055641,1,"",false,,,4730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
blooming-bubbles,Blooming Bubbles,"",Sun Florist,Home & Garden > Decor,Bouquets,"Bouquets, Valentine",true,Title,Default Title,,,,,,,,"",2721.55422,,deny,manual,79.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3447.png?v=1738055648,1,"",false,,,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
celebration-in-bloom,Sweet Embrace,<p>Wine not included</p>,Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Valentine",true,Title,Default Title,,,,,,,,"",2267.96185,,deny,manual,88.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3319.png?v=1738055645,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,,,,,,,,,lb,,,true,,,active
lover-s-symphony,Lover’s Symphony,"",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, bucket, Valentine",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,158.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3216.png?v=1738055648,1,"",false,,,2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
lover-s-symphony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3207.png?v=1738055646,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manta-paradise,Menta Paradise,"",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Valentine",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,198.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3121.png?v=1738055648,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,menta,,,,,,,,medium,,,,,,,,lb,,,true,,,active
52-lychee-pink-garden-roses,Pink Lychee Roses( 24/36/52 stems),"<p>Garden Rose, Pink O'Hara - Baby Pink, Very Fragrant</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Valentine",true,stems,36,,,,,,,,"",8164.66266,,deny,manual,380.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3066.png?v=1738055648,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,pink,,,,,,,,large; long,,,,,,,,lb,,,true,,,active
52-lychee-pink-garden-roses,,,,,,,,,52,,,,,,,,"",8164.66266,,deny,manual,528.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3043.png?v=1738055647,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
99-roses,Freedom  Roses,"<p>99 Roses</p>
<p>52 Roses</p>
<p>36 Roses</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Valentine",true,stems,99,,,,,,,,"",6803.88555,,deny,manual,760.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3023.png?v=1738055644,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,red,,,,,,,,large,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3023.png?v=1738055644,lb,,,true,,,active
99-roses,,,,,,,,,52,,,,,,,,"",6803.88555,,deny,manual,390.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_3133.png?v=1738055645,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
99-roses,,,,,,,,,36,,,,,,,,"",6803.88555,,deny,manual,260.00,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
